Id,公司名,HR邮箱,地址,规模,类型,领域,公司全称,网址,详细地址,信息
18367,捷创特科技,,北京市,15-50人,私企,智能硬件,北京捷创特科技发展有限公司,http://www.jctic.cn,海淀区知春路128号泛亚大厦902室,北京捷创特科技发展有限公司http://www.jctic.cn海淀区知春路128号泛亚大厦902室
18374,玉嘉,wxb_100200@163.com 1049518755@qq.com 18232868766@163.com 737524370@qq.com zhengjianbrand@brandv.cn tianyufirm@tianyulawfirm.cn service@perffun.com shawn@evenhidata.com jubao@fang.com 1783638335@qq.com 349436386@QQ.con andy@shhuren.com 93cn@93cn.org.cn shaonianmanhua@163.com jiangjiaxing0536@sina.com hr@vrtechnology.cn service@anjuke.com qtwhzp@126.com 353623212@qq.com sales@nforagnes.com hr@bigsec.com cdncq@cdncq.com,上海市,15人以下,私企,互联网,上海玉嘉信息技术有限公司,,,上海玉嘉信息技术有限公司
18394,华夏通,,深圳市,50-150人,私企,互联网,深圳市华夏通创新产业发展有限公司,深圳市盐田区国际创意港10栋5A,,深圳市华夏通创新产业发展有限公司深圳市盐田区国际创意港10栋5A
18399,博纳瑞达,,北京市,A轮,150-500人,私企,北京博纳瑞达科技有限公司,海淀区上地三街金隅嘉华大厦,,北京博纳瑞达科技有限公司海淀区上地三街金隅嘉华大厦
18411,婚礼猫,,广州市,angel轮,15-50人,私企,广州喜淘信息科技有限公司,http://www.hunlimao.com,广州市海珠区新港中路376号浩蕴商务大厦13层1308-1309号,广州喜淘信息科技有限公司http://www.hunlimao.com广州市海珠区新港中路376号浩蕴商务大厦13层1308-1309号
18418,神州普惠,,北京市,150-500人,私企,IT/软件,北京神州普惠科技股份有限公司,http://www.appsoft.com.cn,海淀区西二旗华控大厦,北京神州普惠科技股份有限公司http://www.appsoft.com.cn海淀区西二旗华控大厦
18419,小仙炖,support@tmtpost.com,北京市,angel轮,15人以下,私企,深圳市榕树堂滋补保健品有限公司北京分公司,北京市朝阳区地铁6号线龙湖长楹天街西区办公楼星座2栋,,深圳市榕树堂滋补保健品有限公司北京分公司北京市朝阳区地铁6号线龙湖长楹天街西区办公楼星座2栋
18421,恒泰实达,,北京市,A轮,150-500人,私企,北京恒泰实达科技股份有限公司,http://www.techstar.com,海淀区中关村东路66号世纪科贸大厦C座15层,北京恒泰实达科技股份有限公司http://www.techstar.com海淀区中关村东路66号世纪科贸大厦C座15层
18422,东方时光,dushiwenxue@sina.com sxzsl@126.com zhuxiang_1109@sina.com bj001@sohu.com ir@angelclub.com 简历投放专用邮箱为ad.ot@163.com,北京市,15-50人,私企,互联网,北京东方时光科技有限公司,,,北京东方时光科技有限公司
18431,上海钜派投资集团,,北京市,C轮,500-2000人,私企,上海钜派投资集团,http://www.jpinvestment.cn,朝阳区光华路7号汉威大厦,上海钜派投资集团http://www.jpinvestment.cn朝阳区光华路7号汉威大厦
18434,北京小牛普惠科技有限公司,suport@rayootech.com mediapr@creditease.cn 164478039@qq.com 1013837517@qq.com,北京市,15-50人,私企,互联网,北京小牛普惠科技有限公司,中关村,,北京小牛普惠科技有限公司中关村
18436,览云,,北京市,angel轮,15人以下,私企,北京览云精微科技有限公司,http://www.lambdacloud.com,北京市朝阳区媒体村天畅园8号楼2404室,北京览云精微科技有限公司http://www.lambdacloud.com北京市朝阳区媒体村天畅园8号楼2404室
18437,武汉宝泽,,武汉市,public轮,150-500人,私企,武汉宝泽汽车销售服务有限公司,http://www.baoze.bmw.com.cn,武汉市江岸区兴业路黄浦科技园特6号,武汉宝泽汽车销售服务有限公司http://www.baoze.bmw.com.cn武汉市江岸区兴业路黄浦科技园特6号
18445,众乐,,北京市,A轮,50-150人,私企,北京众乐多屏文化传媒有限公司,北京市东城区鸿安国际大厦A座12层,,北京众乐多屏文化传媒有限公司北京市东城区鸿安国际大厦A座12层
18459,爱善网络,,深圳市,B轮,50-150人,私企,深圳市爱善网络有限公司,http://www.aisaw.com/,深圳市南山区科技园中区科丰路2号特发信息港B栋8楼810-815室,深圳市爱善网络有限公司http://www.aisaw.com/深圳市南山区科技园中区科丰路2号特发信息港B栋8楼810-815室
18462,丰年留客,,北京市,15-50人,私企,互联网,北京丰年留客科技有限责任公司,http://weibo.com/fengliuke,北京市朝阳区望京西路甲50号-1卷石天地大厦A座806室,北京丰年留客科技有限责任公司http://weibo.com/fengliuke北京市朝阳区望京西路甲50号-1卷石天地大厦A座806室
18467,宣传易,,珠海市,50-150人,私企,互联网,珠海宣传易网络科技有限公司,http://www.ads8.com/,,珠海宣传易网络科技有限公司http://www.ads8.com/
18472,高伟达,2698205430@qq.com linqing@git.com chenyan@git.com.cn securities@git.com.cn xin.li@jrj.com.cn services@jrj.com.cn ningxinzhong@git.com.cn jubao@contact.sohu.com linqing@git.com.cn yangqin@git.com yangqin@git.com.cn,北京市,2000人以上,中外合资,IT/软件,高伟达软件股份有限公司,http://www.gaoweida.com.cn,朝阳区亮马桥路32号高斓大厦,高伟达软件股份有限公司http://www.gaoweida.com.cn朝阳区亮马桥路32号高斓大厦
18475,U糖,,上海市,50-150人,私企,移动互联网,上海优伊网络科技有限公司,http://www.utang.cn,虹口区汶水东路351号1876园区C栋,上海优伊网络科技有限公司http://www.utang.cn虹口区汶水东路351号1876园区C栋
18476,四川金明科技,myxzx@163.com 363678535@qq.com,成都市,50-150人,私企,互联网,四川金明科技,,,四川金明科技
18478,斐星猎聘顾问中心,369988527@qq.com,广州市,15人以下,私企,互联网,斐星猎聘顾问中心,,,斐星猎聘顾问中心
18483,魔方格,,北京市,B轮,50-150人,私企,北京云学时代科技有限公司,http://www.mofangge.com,北京市海淀区上地三街科实大厦,北京云学时代科技有限公司http://www.mofangge.com北京市海淀区上地三街科实大厦
18489,广东心怡科技物流有限公司,sunnysun@alog.cc hr@alog.cc,上海市,2000人以上,私企,电子商务,广东心怡科技物流有限公司上海分公司,http://www.alog.cc,,广东心怡科技物流有限公司上海分公司http://www.alog.cc
18493,上容,,北京市,150-500人,私企,IT/软件,湖南上容信息技术有限公司,http://www.upbase.com.cn/publish/3_1/page/start.link,北京市海淀区中关村东路1号院 清华科技园 科技大厦B座19层,湖南上容信息技术有限公司http://www.upbase.com.cn/publish/3_1/page/start.link北京市海淀区中关村东路1号院 清华科技园 科技大厦B座19层
18496,即买送,,北京市,50-150人,私企,互联网,北京即买送科技有限责任公司,http://www.jimaisong.com,北京市海淀区长远天地大厦B1座12A层02室,北京即买送科技有限责任公司http://www.jimaisong.com北京市海淀区长远天地大厦B1座12A层02室
18528,爱扑网络,,上海市,50-150人,私企,移动互联网,上海爱扑网络科技有限公司,http://www.apowo.com,上海市宝山区沪太路2388号动漫大场文渊楼507,上海爱扑网络科技有限公司http://www.apowo.com上海市宝山区沪太路2388号动漫大场文渊楼507
18534,华赢凯来,huayingkailai@Yeah.net huaying@615.cn 13796959625@163.com 1091538053@qq.com 946312146@qq.com hykl0066@sina.com 184933154@qq.com huayingkailai@yeah.net 61466525@qq.com 邮箱chenpeng@jiemian.com services@shengyidi.com 152193396@qq.com 123@sergtcx.com 106205080@qq.com 3349316833@qq.com 1002773266@qq.com ts@voc.com.cn bel886@163.com 发送新闻线索至邮箱wlwnews@163.com,北京市,2000人以上,私企,金融,北京华赢凯来资产管理有限公司,http://www.huayingjituan.com.cn,北京市海淀区马甸桥西冠海大厦15层,北京华赢凯来资产管理有限公司http://www.huayingjituan.com.cn北京市海淀区马甸桥西冠海大厦15层
18537,广州弘力,abc@molilock.com,广州市,50-150人,私企,其他,广州市弘力五金制品有限公司,http://www.molilock.com,广州市番禺区南村镇金坑工业区红棉路14号,广州市弘力五金制品有限公司http://www.molilock.com广州市番禺区南村镇金坑工业区红棉路14号
18548,兼职乐,,石家庄市,150-500人,私企,移动互联网,河北乐聘人力资源服务有限公司,石家庄市桥西区中山西路356号中电信息大厦8层西区,,河北乐聘人力资源服务有限公司石家庄市桥西区中山西路356号中电信息大厦8层西区
18553,猿题库,,北京市,C轮,50-150人,私企,北京粉笔未来科技有限公司,北京市朝阳区三里屯SOHO E802,,北京粉笔未来科技有限公司北京市朝阳区三里屯SOHO E802
18584,100offer,,上海市,50-150人,私企,互联网,上海奇点人力资源有限公司,上海浦东民生路1199弄1号证大五道口广场2605室,,上海奇点人力资源有限公司上海浦东民生路1199弄1号证大五道口广场2605室
18600,深圳纽博时代科技有限公司,app@niupark.com genaisky@eyou.com Service@cjol.com web@hysz.net,深圳市,A轮,50-150人,私企,深圳纽博时代科技有限公司,,,深圳纽博时代科技有限公司
18605,复调,,北京市,15人以下,私企,其他,北京太合乐方文化有限公司,http://www.fudiao.xyz,北京市朝阳区南三里屯路1号通盈中心1层1-8单元,北京太合乐方文化有限公司http://www.fudiao.xyz北京市朝阳区南三里屯路1号通盈中心1层1-8单元
18606,华元伟业,530272318@qq.com 2364398724@qq.com huayuanzp58@126.com 1433919980@qq.com 110@zbj.com huayuangz@yeah.net,北京市,150-500人,私企,其他,北京华元伟业医院管理有限责任公司,北京市朝阳区劲松三区甲302号华腾大厦主楼三层,,北京华元伟业医院管理有限责任公司北京市朝阳区劲松三区甲302号华腾大厦主楼三层
18612,国科恒泰,smli@heng-tai.com.cn bella@investide.cn job@bit.edu.cn contact@sunlandfund.com jubaotousu@njfda.gov.cn 邮箱/tougao@2b.cn liuxch@ifmsoft.com.cn kf@vip.sohu.com damdi@foxmail.com amywjj@163.com wuzixiang@hcyjs.com ocn@ocn.com.cn,北京市,B轮,150-500人,国企,国科恒泰（北京）医疗科技有限公司,亦庄经海二路27号院,,国科恒泰（北京）医疗科技有限公司亦庄经海二路27号院
18616,patsnap,jobs@patsnap.com,苏州市,A轮,50-150人,外企,智慧芽信息科技（苏州）有限公司,http://www.patsnap.com,苏州工业园区林泉街377号公共学院1区新国大苏州研究院1号楼3层,智慧芽信息科技（苏州）有限公司http://www.patsnap.com苏州工业园区林泉街377号公共学院1区新国大苏州研究院1号楼3层
18622,北京远程心界,,北京市,150-500人,私企,健康医疗,北京远程心界医院管理有限公司,中关村海淀北二街10号泰鹏大厦8层、5层,,北京远程心界医院管理有限公司中关村海淀北二街10号泰鹏大厦8层、5层
18639,TP-LINK,recruit@tp-link.com.cn,深圳市,2000人以上,私企,IT/软件,普联技术有限公司,http://www.tp-link.com.cn,南山区科技园中区科苑路5号南楼,普联技术有限公司http://www.tp-link.com.cn南山区科技园中区科苑路5号南楼
18650,运盛医疗,600767@winsan.cn 600767@winsan.cc,上海市,public轮,50-150人,私企,杭州运盛健康科技有限公司,http://www.winsan.cn/,浦东新区民生路1403号1205室,杭州运盛健康科技有限公司http://www.winsan.cn/浦东新区民生路1403号1205室
18652,点妙手,,北京市,A轮,150-500人,私企,北京海鹦鹉科技有限公司,http://www.dianmiaoshou.com,海淀区中关村东路66号世纪科贸大厦C-1706,北京海鹦鹉科技有限公司http://www.dianmiaoshou.com海淀区中关村东路66号世纪科贸大厦C-1706
18659,光源资本,,上海市,A轮,15人以下,私企,上海光挚源投资管理有限公司,http://www.lighthousecap.cn,世纪大道210号,上海光挚源投资管理有限公司http://www.lighthousecap.cn世纪大道210号
18670,广州博日科技,,广州市,150-500人,私企,互联网,广州博日信息科技有限公司,http://www.kaoxve.com,广州天河燕岭路433号银龙大厦4012,广州博日信息科技有限公司http://www.kaoxve.com广州天河燕岭路433号银龙大厦4012
18689,米客米酒,tjkxinfo@126.com info@tjkx.com 请联系邮箱gaobotonghang@sigmachina.com,上海市,A轮,15-50人,私企,上海米客酒业有限公司,浦东新区东方路3539号,,上海米客酒业有限公司浦东新区东方路3539号
18699,车轮互联,136564530@qq.com lihuicheng0728@126.com wangfujiao@jiemian.com emuchnet@foxmail.com zftyre@163.com info@jgwheel.com services@shengyidi.com sumecwheel@sumec.com.cn sqhrm@sxqc.com info@tst-group.com 3a@shengtaigroup.cn ext_app_qual@baidu.com viyaxie@zero2ipo.com.cn 2854579186@qq.com tyre256@aliyun.com 1970835242@qq.com hr@lzwheel.com zhaopin@lzwheel.com hhj8258@163.com jsguolun@foxmail.com fenglh@tireworld.com.cn wangtongjun001@126.com,上海市,50-150人,私企,移动互联网,上海车轮互联网服务有限公司,http://www.chelun.com/,上海浦东新区东方路东明路,上海车轮互联网服务有限公司http://www.chelun.com/上海浦东新区东方路东明路
18721,中译语通,gthr@gtcom.com gthr@gtcom.com.cn jubao@contact.sohu.com shanghai@gtcom.com.cn kf@vip.sohu.com support@yeekit.com gexiaonan@gtcom.com 2826905121@qq.com tousu@genshuixue.com,北京市,B轮,150-500人,国企,中译语通科技（北京）有限公司,http://www.gtcom.com.cn,石景山区石景山路20号中铁建设大厦16层,中译语通科技（北京）有限公司http://www.gtcom.com.cn石景山区石景山路20号中铁建设大厦16层
18723,湖北腾旅科技,Jiufu@leshui365.com,武汉市,15-50人,私企,互联网,湖北腾旅科技有限责任公司,湖北省武汉市东湖新技术开发区武大科技园航域二区B3-1018室,,湖北腾旅科技有限责任公司湖北省武汉市东湖新技术开发区武大科技园航域二区B3-1018室
18731,魔术先生,495685391@qq.com aiveia@yahoo.cnzhidao.baidu.com 364227415@qq.com tousu@genshuixue.com,深圳市,A轮,15-50人,私企,开眼（深圳）文化娱乐有限公司,南山区铜鼓路城市山谷罗马道F2-11,,开眼（深圳）文化娱乐有限公司南山区铜鼓路城市山谷罗马道F2-11
18754,广州妍肤美,,广州市,15-50人,私企,电子商务,广州妍肤美贸易有限公司,广州市天河区石牌西路8号KB展望数码广场23A09,,广州妍肤美贸易有限公司广州市天河区石牌西路8号KB展望数码广场23A09
